pid,fid18_x,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r,fincome1,fid18_y,tb4_a18_f,tb4_a18_m
430400502,430400,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,不同意,否,不适用,160000.0,430400,大专,高中
430400503,430400,湖南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用,160000.0,430400,初中,初中
430401551,430401,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,不同意,否,不适用,32600.0,430401,小学,小学
430402552,430402,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,150000.0,430402,大学本科,大学本科
430411551,430411,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,40000.0,430411,大学本科,大学本科
430417502,430417,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,经常（每周2-4次）,经常（每周2-4次）,同意,同意,不同意,同意,否,不适用,175245.0,430417,初中,初中
430417601,430417,湖南省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,175245.0,430417,初中,初中
430419521,430419,湖南省,缺失,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,同意,不同意,是,800,110000.0,430419,高中,高中
430419601,430419,湖南省,缺失,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,110000.0,430419,高中,高中
430420106,430420,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,中,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用,82601.0,430420,高中,初中
430420551,430420,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,82601.0,430420,高中,初中
430430104,430430,湖南省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,差,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,从不,不同意,不同意,同意,不同意,否,不适用,161620.0,430430,初中,初中
430430105,430430,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,优,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用,161620.0,430430,初中,初中
430431105,430431,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,104100.0,430431,小学,高中
430431401,430431,湖南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,很少（每月1次）,不同意,不同意,同意,同意,是,200,104100.0,430431,小学,高中
430431601,430431,湖南省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,104100.0,430431,小学,高中
430433104,430433,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,从不,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,同意,同意,十分同意,同意,否,780,172550.0,430433,小学,小学
430436104,430436,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,68450.0,430436,小学,高中
430440104,430440,湖南省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,偶尔（每周1次）,不同意,不同意,同意,不同意,否,7000,174000.0,430440,初中,初中
430442105,430442,湖南省,城镇,男,不适用,初中,不适用,普通初中,不适用,不知道,就读学校没有重点班和非重点班的区分,差,差,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,从不,不同意,不同意,十分不同意,不同意,是,1800,41420.0,430442,初中,初中
430442501,430442,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,偶尔（每周1次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用,41420.0,430442,初中,初中
430452106,269716,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,很经常（每周5-7次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,不同意,是,800,85800.0,269716,初中,初中
430452501,269716,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,十分不同意,同意,不同意,否,不适用,85800.0,269716,初中,初中
430455109,430455,湖南省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,优,偶尔（每周1次）,从不,经常（每周2-4次）,从不,同意,既不同意也不反对,同意,同意,是,2600,74500.0,430455,初中,文盲/半文盲
430455110,430455,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,从不,很少（每月1次）,从不,同意,同意,同意,同意,否,不适用,74500.0,430455,初中,文盲/半文盲
430455111,430455,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,从不,很少（每月1次）,从不,同意,同意,同意,同意,否,不适用,74500.0,430455,初中,文盲/半文盲
430460104,430460,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,不同意,不同意,同意,否,不适用,61000.0,430460,初中,初中
430461106,567814,湖南省,城镇,男,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,差,差,很少（每月1次）,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,不同意,同意,同意,不同意,否,不适用,200000.0,567814,初中,小学
430462104,430462,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,差,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,不同意,不同意,否,不适用,137340.0,430462,初中,文盲/半文盲
430462501,430462,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,从不,不适用,不适用,不适用,不适用,不适用,不同意,否,不适用,137340.0,430462,初中,文盲/半文盲
430464501,430464,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用,82064.0,430464,高中,初中
430464551,430464,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,既不同意也不反对,否,不适用,82064.0,430464,高中,初中
430465107,430465,湖南省,城镇,男,汉族,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,差,从不,很少（每月1次）,很经常（每周5-7次）,很少（每月1次）,不同意,不同意,不同意,不同意,否,不适用,45200.0,430465,初中,初中
430465108,111752,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,是重点班,良,良,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,30000.0,111752,初中,高中
430465401,111752,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,30000.0,111752,初中,高中
430469104,430469,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,差,差,从不,偶尔（每周1次）,很经常（每周5-7次）,偶尔（每周1次）,十分不同意,十分不同意,十分不同意,十分不同意,否,不适用,26000.0,430469,小学,初中
430472401,269734,江西省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,差,差,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,40000.0,269734,初中,小学
430472501,269734,江西省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,同意,同意,同意,否,不适用,40000.0,269734,初中,小学
430472502,430472,湖南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,不同意,同意,同意,不同意,是,3000,120000.0,430472,初中,初中
430472551,269734,江西省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,40000.0,269734,初中,小学
430473571,161734,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,160000.0,161734,高中,高中
430474105,430474,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,差,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,5520.0,430474,初中,初中
430475105,194764,湖南省,城镇,男,汉族,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,不适用,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,46700.0,194764,初中,初中
430475571,194764,湖南省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,46700.0,194764,初中,初中
430477502,430477,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,35000.0,430477,小学,小学
430477503,430477,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,差,从不,从不,从不,从不,不同意,不同意,不同意,不同意,否,不适用,35000.0,430477,小学,小学
430477504,430477,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,35000.0,430477,小学,小学
430477505,430477,湖南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,35000.0,430477,小学,小学
430477551,430477,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,35000.0,430477,小学,小学
430477601,430477,湖南省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,35000.0,430477,小学,小学
430478107,430478,湖南省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,优,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,很少（每月1次）,同意,不同意,同意,不同意,否,不适用,143080.0,430478,初中,高中
430478108,430478,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,很少（每月1次）,同意,不同意,十分同意,同意,否,不适用,143080.0,430478,初中,高中
430478109,452013,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,差,偶尔（每周1次）,很少（每月1次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,同意,同意,否,不适用,28340.0,452013,初中,初中
430481106,430481,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,从不,很少（每月1次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,同意,不同意,否,不适用,84522.0,430481,初中,小学
430490103,430490,湖南省,城镇,女,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,是,不是重点班,优,中,从不,很少（每月1次）,从不,从不,同意,同意,同意,同意,否,不适用,60000.0,430490,初中,初中
430490551,430490,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,偶尔（每周1次）,从不,不同意,不同意,不同意,同意,否,不适用,60000.0,430490,初中,初中
430491104,430491,湖南省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,差,中,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,既不同意也不反对,不同意,同意,不同意,否,不适用,30000.0,430491,文盲/半文盲,小学
430491571,178262,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,80000.0,178262,高中,高中
430492401,430492,缺失,缺失,女,不适用,小学,,,,,,,,,,,,,,,,,,31150.0,430492,不适用,高中
430492601,430492,湖南省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,31150.0,430492,不适用,高中
430494501,430494,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,不同意,不同意,不同意,不同意,否,不适用,71400.0,430494,初中,高中
430494551,430494,湖南省,城镇,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,71400.0,430494,初中,高中
430494601,430494,湖南省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,71400.0,430494,初中,高中
430495501,190497,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,从不,很少（每月1次）,很经常（每周5-7次）,从不,同意,同意,同意,同意,否,不适用,109500.0,190497,高中,初中
430496502,430496,湖南省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,88080.0,430496,大专,初中
430496551,430496,湖南省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,88080.0,430496,大专,初中
430499103,430499,湖南省,乡村,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,良,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,10800.0,430499,小学,小学
430502105,430502,湖南省,乡村,男,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,是,不是重点班,中,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,24000.0,430502,初中,小学
430502106,430502,湖南省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用,24000.0,430502,初中,小学
430509106,111790,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,中,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,同意,不同意,否,不适用,260000.0,111790,高中,高中
430509110,430509,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,不同意,否,不适用,80000.0,430509,初中,初中
430523103,430523,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,中,偶尔（每周1次）,很少（每月1次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,123000.0,430523,高中,初中
430523104,430523,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,差,中,偶尔（每周1次）,很少（每月1次）,很少（每月1次）,偶尔（每周1次）,同意,不同意,同意,不同意,否,不适用,123000.0,430523,高中,初中
430523107,430523,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,差,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,同意,不同意,同意,不同意,否,不适用,123000.0,430523,初中,初中
430523401,430523,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,优,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用,123000.0,430523,初中,初中
430525105,430525,湖南省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,很少（每月1次）,从不,从不,不同意,同意,同意,同意,否,不适用,10000.0,430525,高中,高中
430525106,190522,湖南省,乡村,女,不适用,初中,不适用,普通初中,不适用,不适用,就读学校没有重点班和非重点班的区分,良,中,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,十分不同意,十分同意,十分同意,否,不适用,220000.0,190522,不知道,高中
430526105,430526,湖南省,乡村,女,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,良,中,不适用,偶尔（每周1次）,从不,不适用,同意,同意,同意,同意,否,不适用,87960.0,430526,初中,高中
430526106,430526,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,是重点班,中,中,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,从不,同意,同意,同意,同意,否,不适用,87960.0,430526,初中,高中
430529105,430529,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,中,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,既不同意也不反对,同意,不同意,同意,否,不适用,14000.0,430529,高中,不知道
430529401,430529,湖南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,既不同意也不反对,不同意,不同意,同意,否,不适用,14000.0,430529,小学,小学
430535621,630816,湖南省,缺失,女,汉族,不适用,,,,,,,,,,,,,,,,,,,630816,不适用,大专
430537501,430537,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,中,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,不同意,否,不适用,60000.0,430537,初中,不适用
430537521,430537,湖南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,很少（每月1次）,同意,同意,不同意,不同意,否,100,60000.0,430537,初中,不适用
430541105,430541,湖南省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,中,从不,偶尔（每周1次）,很经常（每周5-7次）,从不,同意,十分同意,同意,不同意,否,0,15000.0,430541,初中,初中
430541106,430541,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,中,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,同意,不同意,否,0,15000.0,430541,初中,初中
430544107,430544,湖南省,乡村,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,中,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,从不,同意,不同意,同意,不同意,否,不适用,37500.0,430544,初中,不适用
430544401,430544,湖南省,乡村,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,从不,同意,不同意,同意,不同意,否,不适用,37500.0,430544,初中,不适用
430547105,430547,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,9150.0,430547,小学,小学
430547106,430547,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,从不,很少（每月1次）,偶尔（每周1次）,很少（每月1次）,同意,同意,不同意,同意,否,不适用,9150.0,430547,小学,小学
430552501,430552,浙江省,乡村,男,不适用,小学,普通小学,不适用,不适用,不适用,不是重点班,中,中,经常（每周2-4次）,偶尔（每周1次）,从不,经常（每周2-4次）,不同意,同意,十分同意,不同意,否,不适用,100000.0,430552,初中,初中
430554104,246591,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,优,良,从不,从不,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,240200.0,246591,初中,小学
430554602,430554,湖南省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,160840.0,430554,大学本科,大学本科
430556551,430556,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,30910.0,430556,初中,初中
430560107,284448,湖南省,城镇,男,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,差,中,从不,从不,很经常（每周5-7次）,从不,同意,同意,同意,同意,否,不适用,30000.0,284448,小学,小学
430561501,430561,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,22000.0,430561,初中,不适用
430566401,430566,湖南省,城镇,女,不适用,小学,普通小学,不适用,不适用,不适用,是重点班,差,差,从不,从不,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用,19000.0,430566,小学,文盲/半文盲
430572103,430572,湖南省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,1100,6000.0,430572,初中,初中
430581105,430581,湖南省,乡村,男,不适用,初中,不适用,普通初中,不适用,否,不是重点班,中,中,从不,很少（每月1次）,很少（每月1次）,从不,十分同意,十分同意,十分同意,十分同意,否,不适用,60500.0,430581,初中,初中
430581106,430581,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,中,很少（每月1次）,从不,很少（每月1次）,从不,同意,同意,同意,同意,否,不适用,60500.0,430581,初中,初中
430581108,430581,湖南省,乡村,男,不适用,初中,不适用,普通初中,不适用,是,是重点班,中,中,经常（每周2-4次）,从不,经常（每周2-4次）,很少（每月1次）,同意,同意,同意,同意,否,不适用,60500.0,430581,小学,初中
430585502,430585,湖南省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,从不,同意,不同意,既不同意也不反对,不同意,否,不适用,58000.0,430585,初中,大专
430585601,430585,湖南省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,58000.0,430585,初中,大专
430592401,430592,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,很少（每月1次）,很经常（每周5-7次）,从不,同意,同意,不同意,同意,否,不适用,200000.0,430592,初中,不适用
430592431,430592,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,差,中,不适用,从不,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,不适用,200000.0,430592,初中,不适用
430593571,430593,湖南省,乡村,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,32270.0,430593,不适用,初中
430593621,430593,湖南省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用,32270.0,430593,不适用,初中
430595105,430595,湖南省,乡村,女,汉族,小学,普通小学,不适用,不适用,不适用,是重点班,中,优,从不,很经常（每周5-7次）,很经常（每周5-7次）,从不,同意,同意,同意,不同意,否,0,41250.0,430595,初中,初中
430595401,430595,湖南省,乡村,男,不适用,小学,普通小学,不适用,不适用,不适用,是重点班,中,优,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,从不,十分同意,同意,同意,同意,否,不适用,41250.0,430595,初中,初中
430605401,430605,湖南省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,22000.0,430605,高中,大专
430605521,430605,湖南省,乡村,男,不适用,托儿所,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用,22000.0,430605,高中,大专
