pid,fid18,provcd18,urban18,gender_update,wa701code,wc3_b_2,ws3,ws4,ws5,ws602,ws604,wf501,wf502,wf601m,wf602m,wf603m,wf604m,wf801,wf802,wf803,wf804,wt1,wd503r
440951602,440951,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
440954401,440954,广东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,同意,否,0
440965401,440965,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,偶尔（每周1次）,同意,既不同意也不反对,既不同意也不反对,既不同意也不反对,是,17000
440975103,440975,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,良,很少（每月1次）,经常（每周2-4次）,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,同意,同意,否,6000
440975601,440975,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
440986103,440986,广东省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,十分同意,十分同意,否,10000
440986601,440986,广东省,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,不适用
440988571,631897,湖南省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,同意,同意,同意,否,0
440991103,440991,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,同意,否,3000
440997103,440997,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,十分同意,同意,是,3000
440997601,440997,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
440998602,440998,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441000105,441000,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,差,良,从不,偶尔（每周1次）,从不,从不,不同意,不知道,同意,不同意,是,12000
441000551,441000,广东省,城镇,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441004621,441004,广东省,缺失,女,汉族,幼儿园/学前班,,,,,,,,,,,,,,,,,
441005501,441005,广东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
441005502,441005,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
441016103,441016,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,中,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,既不同意也不反对,十分同意,同意,否,不适用
441020103,441020,湖南省,缺失,男,不适用,小学,,,,,,,,,,,,,,,,,
441034104,441034,广东省,城镇,男,不适用,初中,不适用,普通初中,不适用,不适用,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,同意,不同意,是,5500
441041103,441041,广东省,缺失,女,不适用,小学,,,,,,,,,,,,,,,,,
441041401,441041,广东省,缺失,女,不适用,幼儿园/学前班,,,,,,,,,,,,,,,,,
441041501,441041,广东省,缺失,男,不适用,幼儿园/学前班,,,,,,,,,,,,,,,,,
441061106,441061,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,优,很经常（每周5-7次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441061551,441061,广东省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441063102,441063,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,差,从不,很少（每月1次）,从不,从不,不同意,不同意,不同意,不同意,否,不适用
441063106,441063,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,优,很经常（每周5-7次）,从不,很经常（每周5-7次）,很少（每月1次）,同意,十分不同意,同意,同意,否,不适用
441063553,441063,广东省,乡村,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,从不,很经常（每周5-7次）,很经常（每周5-7次）,同意,十分不同意,同意,不同意,否,不适用
441063571,441063,广东省,乡村,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,既不同意也不反对,否,不适用
441067105,441067,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很经常（每周5-7次）,很少（每月1次）,很经常（每周5-7次）,经常（每周2-4次）,既不同意也不反对,同意,同意,同意,否,不适用
441067106,441067,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,很经常（每周5-7次）,很少（每月1次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,同意,同意,同意,否,不适用
441068621,441068,广东省,缺失,男,汉族,不适用,,,,,,,,,,,,,,,,,
441070104,441070,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,同意,同意,十分同意,否,不适用
441072106,441072,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,中,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,既不同意也不反对,既不同意也不反对,十分同意,不同意,否,不适用
441072401,441072,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,不同意,同意,同意,否,不适用
441079552,441079,广东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
441086503,441086,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,优,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,不同意,不同意,不同意,不同意,否,不适用
441086504,441086,广东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,经常（每周2-4次）,从不,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用
441086506,441086,广东省,乡村,女,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
441087106,441087,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,是重点班,优,优,很少（每月1次）,从不,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,是,不知道
441087107,441087,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,中,良,经常（每周2-4次）,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,既不同意也不反对,既不同意也不反对,既不同意也不反对,既不同意也不反对,否,不适用
441087401,441087,广东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,偶尔（每周1次）,从不,同意,既不同意也不反对,同意,同意,否,不适用
441087402,441087,广东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,很少（每月1次）,偶尔（每周1次）,既不同意也不反对,不同意,同意,既不同意也不反对,是,0
441087501,441087,广东省,乡村,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441087571,441087,广东省,乡村,男,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441088103,441088,广东省,乡村,女,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,优,差,很少（每月1次）,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,十分同意,同意,同意,同意,否,不适用
441088104,441088,广东省,乡村,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,良,很少（每月1次）,经常（每周2-4次）,从不,从不,十分同意,十分同意,同意,十分同意,否,不适用
441088105,441088,广东省,乡村,男,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,很经常（每周5-7次）,从不,从不,十分同意,同意,同意,十分同意,否,0
441089502,441089,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,是,500
441090105,441090,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,不知道,就读学校没有重点班和非重点班的区分,中,中,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,从不,同意,同意,同意,同意,否,不适用
441091107,441091,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,偶尔（每周1次）,同意,同意,十分不同意,不同意,否,不适用
441092602,441092,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441096106,441096,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,不知道,就读学校没有重点班和非重点班的区分,中,差,经常（每周2-4次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,不同意,不同意,同意,同意,是,9200
441096601,441096,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441102103,441102,广东省,城镇,男,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很少（每月1次）,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,十分同意,同意,同意,同意,否,不适用
441102601,441102,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441102602,441102,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441103104,441103,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,良,优,从不,很经常（每周5-7次）,很经常（每周5-7次）,经常（每周2-4次）,十分同意,十分同意,十分同意,同意,否,不适用
441103105,441103,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,良,良,从不,很经常（每周5-7次）,很经常（每周5-7次）,偶尔（每周1次）,十分同意,十分同意,十分同意,同意,否,不适用
441108106,441108,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,不同意,同意,同意,否,4500
441113105,441113,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,就读学校没有重点班和非重点班的区分,中,差,从不,从不,很经常（每周5-7次）,从不,同意,既不同意也不反对,不同意,不同意,否,650
441115501,441115,广东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,从不,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
441117107,441117,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,是,就读学校没有重点班和非重点班的区分,中,中,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441118106,624522,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,中,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,偶尔（每周1次）,十分不同意,十分不同意,十分不同意,不同意,否,2000
441125102,441125,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,不适用,很少（每月1次）,从不,从不,同意,同意,同意,同意,是,不知道
441177103,441177,广东省,城镇,女,不适用,高中/中专/技校/职高,不适用,不适用,普通高中,是,不是重点班,优,中,不适用,经常（每周2-4次）,从不,从不,同意,同意,同意,同意,是,100000
441182103,441182,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,是重点班,优,优,很经常（每周5-7次）,经常（每周2-4次）,很少（每月1次）,从不,十分同意,同意,同意,同意,否,不适用
441182401,441182,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,既不同意也不反对,同意,不同意,否,1960
441205107,441205,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,不同意,同意,否,0
441205521,441205,广东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,不同意,不同意,否,不适用
441205553,441205,广东省,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很少（每月1次）,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,十分同意,否,0
441205601,441205,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441206103,231029,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,中,中,偶尔（每周1次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,同意,不同意,同意,不同意,否,不适用
441216105,441216,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,不适用,偶尔（每周1次）,偶尔（每周1次）,偶尔（每周1次）,同意,同意,同意,同意,否,不适用
441218401,441218,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
441222103,441222,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,良,良,很经常（每周5-7次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,十分同意,十分同意,十分同意,否,不适用
441222601,441222,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441235103,441235,广东省,城镇,男,不适用,初中,不适用,普通初中,不适用,不适用,是重点班,良,良,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,偶尔（每周1次）,不同意,不同意,十分同意,同意,否,不适用
441245104,187118,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,从不,很经常（每周5-7次）,很经常（每周5-7次）,很少（每月1次）,同意,不同意,不同意,同意,否,不适用
441251621,441251,湖南省,缺失,男,汉族,不适用,,,,,,,,,,,,,,,,,
441258104,441258,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,从不,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,不同意,同意,是,4000
441260521,660541,广东省,缺失,女,汉族,幼儿园/学前班,,,,,,,,,,,,,,,,,
441261104,441261,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,不知道,优,优,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,不同意,不同意,不同意,同意,是,不知道
441266521,441266,广东省,城镇,女,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,不同意,同意,否,不适用
441266602,441266,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441270551,441270,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,偶尔（每周1次）,不适用,不适用,不适用,不适用,不适用,同意,否,不适用
441272571,441272,广东省,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,从不,从不,偶尔（每周1次）,同意,不同意,同意,同意,否,不适用
441274571,441274,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,十分不同意,同意,不同意,否,不适用
441274572,441274,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441275105,441275,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,不知道,中,中,经常（每周2-4次）,从不,很经常（每周5-7次）,从不,不同意,不同意,同意,同意,否,不适用
441275106,441275,广东省,城镇,男,不适用,小学,不知道,不适用,不适用,不知道,不知道,差,差,经常（每周2-4次）,从不,很经常（每周5-7次）,从不,不同意,不同意,同意,不同意,否,不适用
441279401,441279,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,十分同意,十分同意,同意,否,不适用
441279521,604799,广东省,城镇,女,汉族,幼儿园/学前班,,,,,,,,,,,,,,,,,
441279621,604799,广东省,城镇,男,汉族,不适用,,,,,,,,,,,,,,,,,
441283602,441283,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441288106,441288,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,是,不是重点班,中,中,偶尔（每周1次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,不同意,不同意,十分不同意,不同意,否,不适用
441289107,441289,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,不是重点班,中,优,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,从不,不同意,不同意,同意,同意,否,不适用
441289108,441289,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,是重点班,优,优,不适用,从不,从不,从不,同意,同意,同意,十分同意,否,不适用
441289401,441289,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,很少（每月1次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分不同意,十分同意,既不同意也不反对,是,450
441289501,441289,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,不是重点班,差,差,从不,从不,很经常（每周5-7次）,偶尔（每周1次）,不同意,同意,同意,不同意,否,不适用
441289551,441289,广东省,城镇,女,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,经常（每周2-4次）,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,十分不同意,同意,同意,否,不适用
441289552,441289,广东省,城镇,男,汉族,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,从不,不适用,不适用,不适用,不适用,不适用,不同意,否,不适用
441294105,441294,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,不适用,是重点班,差,差,偶尔（每周1次）,经常（每周2-4次）,很经常（每周5-7次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
441296106,441296,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,不适用,就读学校没有重点班和非重点班的区分,中,中,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,十分同意,同意,十分不同意,否,不适用
441297103,441297,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,经常（每周2-4次）,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,是,5
441300105,441300,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,同意,否,不适用
441300401,441300,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,不是重点班,良,良,很少（每月1次）,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,不同意,既不同意也不反对,否,不适用
441307602,441307,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441309105,441309,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,中,偶尔（每周1次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,同意,同意,同意,同意,是,3000
441309106,441309,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,中,中,很少（每月1次）,很少（每月1次）,很少（每月1次）,很少（每月1次）,同意,同意,同意,同意,是,2500
441309109,441309,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,良,良,不适用,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,不同意,同意,同意,是,10000
441309401,441309,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,从不,很经常（每周5-7次）,偶尔（每周1次）,经常（每周2-4次）,同意,不同意,不同意,同意,是,2000
441311103,441311,广东省,城镇,女,不适用,初中,不适用,普通初中,不适用,否,不是重点班,良,良,很少（每月1次）,经常（每周2-4次）,偶尔（每周1次）,从不,同意,同意,同意,不同意,否,不适用
441313602,441313,广东省,城镇,男,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441317105,441317,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,是,不是重点班,中,中,从不,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,同意,同意,同意,十分同意,否,不适用
441317108,441317,广东省,城镇,男,不适用,初中,不适用,普通初中,不适用,是,是重点班,良,优,不适用,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,同意,不同意,同意,同意,否,不适用
441321602,441321,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441329105,441329,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,优,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,不同意,不同意,同意,不同意,否,不适用
441330103,441330,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,不是重点班,优,优,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,是,30500
441334601,441334,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441340602,441340,广东省,城镇,女,汉族,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,不适用,否,不适用
441341105,441341,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,不适用,从不,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441341401,441341,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,从不,从不,经常（每周2-4次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441349103,568902,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,是,就读学校没有重点班和非重点班的区分,优,中,经常（每周2-4次）,很经常（每周5-7次）,很经常（每周5-7次）,很经常（每周5-7次）,既不同意也不反对,不同意,十分同意,不同意,否,8000
441356102,441356,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,优,优,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,偶尔（每周1次）,同意,同意,十分同意,同意,是,6000
441357102,441357,广东省,城镇,男,不适用,初中,不适用,普通初中,不适用,不知道,是重点班,优,优,从不,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441357109,441357,广东省,城镇,男,不适用,小学,普通小学,不适用,不适用,否,就读学校没有重点班和非重点班的区分,中,中,从不,偶尔（每周1次）,很经常（每周5-7次）,很经常（每周5-7次）,同意,同意,同意,同意,否,不适用
441368501,441368,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,十分同意,同意,同意,同意,是,500
441378401,441378,广东省,城镇,女,不适用,小学,普通小学,不适用,不适用,不知道,就读学校没有重点班和非重点班的区分,优,良,经常（每周2-4次）,经常（每周2-4次）,经常（每周2-4次）,很少（每月1次）,同意,同意,十分同意,十分同意,是,3000
441378551,441378,广东省,城镇,男,不适用,幼儿园/学前班,不适用,不适用,不适用,不适用,不适用,不适用,不适用,偶尔（每周1次）,经常（每周2-4次）,经常（每周2-4次）,从不,十分同意,同意,十分同意,十分同意,是,10000
